0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-5.0,-5.0,-3.0,-3.0,-2.0,34.0,48.0,63.0,34.0,35.0,23.0,6.0,8.0,11.0,21.0,29.0,4.0,1.0,4.0,-4.0,10.0,16.0,9.0,6.0,7
45.0,42.0,46.0,34.0,29.0,54.0,54.0,36.0,46.0,50.0,55.0,43.0,24.0,56.0,50.0,32.0,36.0,32.0,33.0,28.0,-10.0,-33.0,34.0,58.0,7
-33.0,-37.0,-31.0,-20.0,-14.0,-13.0,-37.0,-72.0,-69.0,-59.0,-56.0,-30.0,-23.0,-28.0,-38.0,-64.0,-15.0,-13.0,-18.0,-29.0,-41.0,-43.0,-21.0,-5.0,7
19.0,29.0,27.0,15.0,16.0,48.0,156.0,269.0,43.0,41.0,34.0,27.0,36.0,48.0,51.0,44.0,32.0,32.0,35.0,-32.0,35.0,46.0,46.0,37.0,7
8.0,-1.0,-6.0,-1.0,6.0,17.0,-23.0,-49.0,-19.0,-14.0,-16.0,-9.0,-4.0,-6.0,-27.0,-32.0,-4.0,-6.0,-12.0,11.0,-15.0,-20.0,-21.0,-3.0,7
-5.0,-9.0,-14.0,-8.0,-6.0,-9.0,-12.0,-9.0,-7.0,-6.0,-8.0,-7.0,-4.0,-13.0,-20.0,-19.0,1.0,2.0,3.0,-6.0,2.0,7.0,2.0,15.0,7
-2.0,1.0,-2.0,-1.0,-2.0,-2.0,3.0,8.0,1.0,-1.0,-3.0,-2.0,-4.0,-6.0,-3.0,5.0,0.0,0.0,0.0,-1.0,-3.0,-6.0,-14.0,-1.0,7
0.0,0.0,7.0,10.0,7.0,8.0,-5.0,10.0,-11.0,-7.0,-2.0,7.0,0.0,-5.0,-17.0,-28.0,-2.0,-1.0,-3.0,-29.0,-8.0,-15.0,-22.0,-11.0,7
11.0,8.0,4.0,8.0,7.0,5.0,-8.0,2.0,13.0,9.0,8.0,10.0,12.0,21.0,20.0,29.0,7.0,9.0,9.0,11.0,13.0,21.0,30.0,14.0,7
11.0,-7.0,-12.0,-8.0,-5.0,-2.0,-5.0,-11.0,-3.0,-5.0,-7.0,-4.0,-2.0,3.0,3.0,-7.0,6.0,4.0,-1.0,2.0,0.0,3.0,17.0,8.0,7
-1.0,3.0,-1.0,-1.0,-3.0,13.0,23.0,2.0,7.0,4.0,1.0,0.0,-10.0,-9.0,0.0,5.0,7.0,7.0,12.0,-7.0,3.0,-1.0,7.0,14.0,7
-6.0,-5.0,-4.0,1.0,5.0,-1.0,-17.0,-26.0,-4.0,-4.0,-5.0,-2.0,13.0,18.0,13.0,-4.0,-5.0,-7.0,-8.0,1.0,7.0,14.0,21.0,-1.0,7
-9.0,-16.0,-9.0,-2.0,5.0,21.0,14.0,7.0,-80.0,-72.0,-54.0,-20.0,-20.0,-22.0,-43.0,-69.0,-21.0,-15.0,-14.0,-1.0,-8.0,-15.0,-20.0,-32.0,7
13.0,22.0,31.0,28.0,14.0,13.0,14.0,0.0,17.0,16.0,19.0,26.0,17.0,14.0,19.0,27.0,17.0,15.0,19.0,42.0,22.0,13.0,11.0,22.0,7
-14.0,-8.0,-11.0,-11.0,-22.0,-14.0,12.0,20.0,-18.0,-17.0,-14.0,-11.0,-17.0,-27.0,-39.0,-31.0,-18.0,-15.0,-11.0,-12.0,-13.0,-17.0,-24.0,-23.0,7
-21.0,-28.0,-28.0,-30.0,-31.0,-36.0,-19.0,-2.0,-26.0,-25.0,-25.0,-28.0,-36.0,-48.0,-52.0,-38.0,-16.0,-20.0,-25.0,-28.0,-28.0,-40.0,-75.0,-37.0,7
1.0,11.0,21.0,22.0,21.0,26.0,36.0,27.0,6.0,12.0,16.0,14.0,16.0,28.0,22.0,5.0,-1.0,4.0,3.0,11.0,-1.0,-1.0,17.0,-2.0,7
-16.0,-24.0,-25.0,-23.0,-15.0,-15.0,-16.0,-24.0,-10.0,-14.0,-15.0,-18.0,-15.0,-12.0,-5.0,1.0,-20.0,-22.0,-24.0,-13.0,-18.0,-15.0,-4.0,-33.0,7
-2.0,-10.0,-6.0,-9.0,-12.0,-5.0,-9.0,-14.0,-21.0,-23.0,-14.0,-12.0,-23.0,-17.0,-20.0,-21.0,-13.0,-11.0,-14.0,-31.0,-26.0,-32.0,-40.0,-39.0,7
-9.0,-15.0,-18.0,-17.0,-16.0,-21.0,-12.0,-3.0,-10.0,-10.0,-12.0,-14.0,-13.0,-6.0,-6.0,-11.0,-19.0,-18.0,-22.0,-19.0,-21.0,-24.0,-29.0,-29.0,7
-6.0,-12.0,-11.0,-7.0,-2.0,-2.0,-4.0,-12.0,-14.0,-11.0,-8.0,-5.0,-7.0,-15.0,-18.0,-22.0,0.0,3.0,0.0,-23.0,3.0,3.0,2.0,4.0,7
11.0,14.0,12.0,15.0,16.0,14.0,13.0,21.0,13.0,13.0,14.0,16.0,16.0,14.0,15.0,19.0,13.0,13.0,15.0,29.0,18.0,19.0,16.0,17.0,7
6.0,10.0,7.0,6.0,3.0,5.0,10.0,6.0,13.0,10.0,10.0,5.0,-2.0,4.0,13.0,15.0,10.0,10.0,8.0,-4.0,-8.0,-12.0,0.0,9.0,7
29.0,21.0,23.0,28.0,18.0,15.0,13.0,3.0,-6.0,-8.0,4.0,6.0,0.0,2.0,-5.0,0.0,13.0,6.0,1.0,8.0,2.0,0.0,10.0,13.0,7
17.0,13.0,14.0,13.0,14.0,6.0,11.0,-4.0,20.0,13.0,14.0,13.0,15.0,24.0,40.0,35.0,12.0,7.0,4.0,29.0,12.0,17.0,23.0,29.0,7
-23.0,-31.0,-33.0,-28.0,-24.0,-32.0,-56.0,-83.0,39.0,49.0,30.0,-2.0,12.0,16.0,20.0,25.0,1.0,1.0,-1.0,-32.0,-14.0,-13.0,-28.0,-12.0,7
3.0,-7.0,0.0,3.0,3.0,31.0,30.0,36.0,-13.0,-11.0,-5.0,-7.0,-21.0,-1.0,-2.0,-11.0,-14.0,-14.0,-23.0,-18.0,-41.0,-65.0,-55.0,-35.0,7
10.0,16.0,27.0,28.0,28.0,27.0,34.0,40.0,13.0,18.0,24.0,26.0,25.0,22.0,8.0,13.0,18.0,17.0,17.0,13.0,23.0,24.0,17.0,21.0,7
3.0,3.0,-1.0,2.0,2.0,1.0,-22.0,-39.0,-12.0,0.0,-4.0,2.0,20.0,32.0,21.0,-11.0,6.0,8.0,2.0,-22.0,-5.0,-5.0,2.0,3.0,7
39.0,47.0,64.0,55.0,39.0,29.0,17.0,5.0,-30.0,-15.0,6.0,39.0,32.0,16.0,-8.0,-27.0,26.0,33.0,35.0,55.0,42.0,44.0,54.0,38.0,7
8.0,11.0,8.0,8.0,8.0,4.0,4.0,-1.0,6.0,9.0,9.0,8.0,11.0,10.0,9.0,-2.0,0.0,4.0,5.0,1.0,7.0,13.0,21.0,9.0,7
3.0,4.0,0.0,1.0,0.0,1.0,1.0,-10.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,12.0,5.0,4.0,3.0,1.0,2.0,1.0,-6.0,5.0,7
5.0,2.0,11.0,7.0,6.0,4.0,-2.0,-8.0,-36.0,-31.0,-20.0,-9.0,-11.0,-9.0,-30.0,-36.0,1.0,2.0,2.0,-7.0,-3.0,0.0,17.0,7.0,7
-22.0,-19.0,-21.0,-22.0,-26.0,-26.0,-22.0,-25.0,-20.0,-22.0,-18.0,-18.0,-23.0,-31.0,-16.0,-10.0,-21.0,-20.0,-18.0,-9.0,-10.0,-11.0,-21.0,-23.0,7
24.0,22.0,24.0,11.0,5.0,-27.0,-43.0,-28.0,215.0,156.0,95.0,31.0,44.0,56.0,85.0,200.0,27.0,25.0,26.0,17.0,41.0,51.0,17.0,21.0,7
23.0,28.0,23.0,25.0,23.0,18.0,29.0,14.0,25.0,24.0,23.0,27.0,32.0,45.0,58.0,38.0,13.0,16.0,20.0,14.0,27.0,36.0,64.0,44.0,7
-37.0,-37.0,-38.0,-47.0,-54.0,-89.0,-94.0,-98.0,188.0,151.0,88.0,-11.0,-1.0,-10.0,35.0,159.0,-22.0,-19.0,-12.0,-23.0,18.0,21.0,-60.0,-47.0,7
2.0,-2.0,2.0,6.0,4.0,-5.0,-23.0,-39.0,-63.0,-19.0,-5.0,0.0,0.0,0.0,-19.0,-54.0,-4.0,4.0,7.0,-121.0,-13.0,-12.0,-8.0,-6.0,7
27.0,26.0,32.0,28.0,28.0,31.0,38.0,29.0,16.0,19.0,25.0,30.0,22.0,17.0,11.0,12.0,19.0,21.0,21.0,11.0,16.0,16.0,11.0,16.0,7
14.0,10.0,17.0,15.0,16.0,20.0,16.0,-8.0,22.0,18.0,17.0,14.0,16.0,27.0,35.0,46.0,15.0,10.0,1.0,15.0,5.0,6.0,10.0,17.0,7
-9.0,-6.0,-10.0,-11.0,-15.0,-25.0,-35.0,-29.0,-7.0,-10.0,-11.0,-9.0,-11.0,-3.0,6.0,-4.0,-7.0,-6.0,-5.0,-8.0,0.0,4.0,9.0,-7.0,7
-9.0,-4.0,-8.0,-14.0,-19.0,-20.0,21.0,131.0,8.0,4.0,-3.0,-9.0,-9.0,-25.0,-26.0,6.0,-9.0,-9.0,-8.0,37.0,-2.0,-3.0,-18.0,-21.0,7
-7.0,-3.0,-3.0,0.0,-7.0,-19.0,-24.0,-35.0,-40.0,-40.0,-27.0,-8.0,-16.0,-23.0,-33.0,-38.0,-7.0,-4.0,-2.0,-10.0,-1.0,-3.0,-3.0,-1.0,7
46.0,55.0,64.0,44.0,25.0,17.0,19.0,20.0,34.0,40.0,45.0,41.0,19.0,17.0,19.0,26.0,21.0,23.0,29.0,27.0,14.0,-4.0,-13.0,24.0,7
3.0,6.0,8.0,16.0,11.0,3.0,-8.0,-26.0,-50.0,-45.0,-26.0,1.0,-5.0,-10.0,-29.0,-45.0,1.0,3.0,3.0,-5.0,10.0,16.0,29.0,17.0,7
17.0,19.0,18.0,18.0,21.0,7.0,-27.0,-39.0,22.0,20.0,21.0,19.0,23.0,30.0,40.0,39.0,17.0,18.0,17.0,1.0,22.0,34.0,41.0,25.0,7
46.0,45.0,40.0,38.0,40.0,24.0,7.0,5.0,55.0,46.0,43.0,43.0,59.0,69.0,74.0,68.0,59.0,51.0,46.0,40.0,59.0,76.0,96.0,88.0,7
6.0,-2.0,-5.0,-3.0,13.0,12.0,-23.0,-40.0,-68.0,-57.0,-47.0,-10.0,-11.0,-21.0,-41.0,-74.0,-5.0,6.0,-2.0,-10.0,-8.0,-9.0,-21.0,2.0,7
-2.0,-13.0,-17.0,-8.0,2.0,9.0,-26.0,-51.0,-32.0,-26.0,-27.0,-20.0,-8.0,-11.0,-33.0,-47.0,-16.0,-16.0,-20.0,5.0,-16.0,-15.0,-9.0,-18.0,7
-17.0,-24.0,-24.0,-21.0,-16.0,-32.0,-40.0,-43.0,-54.0,-57.0,-48.0,-32.0,-33.0,-40.0,-50.0,-51.0,-20.0,-20.0,-25.0,-27.0,-25.0,-29.0,-40.0,-25.0,7
-12.0,-20.0,-18.0,-18.0,-17.0,-17.0,-19.0,-25.0,-23.0,-19.0,-19.0,-22.0,-17.0,-18.0,-18.0,-28.0,-24.0,-18.0,-16.0,-10.0,-14.0,-12.0,-11.0,-30.0,7
0.0,-1.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,-3.0,-3.0,-5.0,-3.0,0.0,-10.0,-8.0,-8.0,-6.0,-9.0,-9.0,0.0,6.0,3.0,1.0,-1.0,7
-4.0,-12.0,-15.0,-15.0,-16.0,-14.0,-16.0,-2.0,-7.0,-10.0,-12.0,-11.0,-9.0,-8.0,-12.0,-8.0,1.0,-4.0,-6.0,-5.0,-3.0,-1.0,5.0,-5.0,7
-2.0,-4.0,-3.0,-2.0,-1.0,-7.0,0.0,-8.0,-9.0,-6.0,-5.0,-6.0,-9.0,-12.0,-2.0,-9.0,-5.0,-3.0,-5.0,2.0,-9.0,-14.0,-13.0,-11.0,7
-19.0,-24.0,-24.0,-22.0,-17.0,-26.0,-38.0,-51.0,-27.0,-24.0,-20.0,-16.0,-20.0,-37.0,-37.0,-27.0,-10.0,-8.0,-11.0,-9.0,-5.0,-4.0,-19.0,-19.0,7
3.0,1.0,5.0,6.0,3.0,-5.0,-17.0,-31.0,-2.0,-2.0,1.0,-1.0,-4.0,-8.0,-5.0,6.0,0.0,0.0,-2.0,-24.0,-5.0,-7.0,-5.0,3.0,7
24.0,21.0,13.0,14.0,19.0,20.0,21.0,22.0,15.0,15.0,13.0,9.0,16.0,16.0,10.0,4.0,10.0,5.0,5.0,8.0,8.0,12.0,17.0,24.0,7
-15.0,-10.0,-12.0,-12.0,-11.0,-15.0,-12.0,-13.0,-20.0,-17.0,-16.0,-14.0,-12.0,-14.0,-14.0,-15.0,-14.0,-10.0,-5.0,-5.0,-10.0,-9.0,-13.0,-16.0,7
38.0,41.0,41.0,43.0,37.0,31.0,32.0,33.0,31.0,31.0,34.0,40.0,34.0,34.0,37.0,33.0,23.0,27.0,30.0,35.0,33.0,31.0,25.0,17.0,7
10.0,5.0,7.0,15.0,13.0,-1.0,-6.0,-20.0,-42.0,-38.0,-21.0,-11.0,-10.0,4.0,4.0,-26.0,-9.0,-12.0,-19.0,1.0,-11.0,-13.0,11.0,16.0,7
-5.0,-1.0,9.0,0.0,-7.0,-19.0,-24.0,-23.0,-8.0,-4.0,3.0,6.0,2.0,-9.0,-17.0,-12.0,6.0,10.0,15.0,13.0,19.0,18.0,17.0,11.0,7
9.0,17.0,17.0,8.0,6.0,18.0,128.0,276.0,12.0,13.0,13.0,11.0,3.0,6.0,6.0,4.0,8.0,13.0,13.0,-48.0,11.0,4.0,10.0,6.0,7
5.0,7.0,8.0,6.0,4.0,-2.0,3.0,-6.0,8.0,8.0,8.0,6.0,6.0,17.0,24.0,17.0,2.0,3.0,2.0,12.0,3.0,-1.0,14.0,3.0,7
-17.0,-22.0,-29.0,-30.0,-26.0,-27.0,-30.0,-13.0,-22.0,-22.0,-24.0,-22.0,-24.0,-36.0,-45.0,-33.0,-16.0,-16.0,-13.0,4.0,-3.0,-9.0,-30.0,-28.0,7
-12.0,-20.0,-15.0,-8.0,-19.0,-121.0,-242.0,-488.0,-17.0,-20.0,-14.0,-8.0,-13.0,0.0,-2.0,-5.0,1.0,2.0,-10.0,-33.0,-12.0,-6.0,0.0,3.0,7
37.0,33.0,35.0,26.0,23.0,23.0,21.0,21.0,37.0,36.0,33.0,28.0,30.0,33.0,38.0,46.0,24.0,21.0,21.0,13.0,21.0,28.0,35.0,33.0,7
14.0,14.0,18.0,13.0,8.0,6.0,10.0,11.0,11.0,12.0,14.0,11.0,9.0,5.0,3.0,8.0,6.0,8.0,8.0,10.0,9.0,6.0,1.0,2.0,7
-10.0,-12.0,-7.0,-8.0,-11.0,-15.0,-31.0,-33.0,-44.0,-41.0,-27.0,-17.0,-24.0,-35.0,-51.0,-43.0,-14.0,-15.0,-17.0,15.0,-4.0,-15.0,-32.0,-38.0,7
-13.0,-12.0,-20.0,-16.0,-17.0,-12.0,5.0,-12.0,-13.0,-15.0,-15.0,-15.0,-18.0,-18.0,-20.0,-19.0,-6.0,-5.0,-5.0,-19.0,-8.0,-13.0,-22.0,-8.0,7
-11.0,-12.0,-17.0,-19.0,-21.0,-18.0,-31.0,-21.0,-16.0,-19.0,-15.0,-18.0,-21.0,-30.0,-16.0,-21.0,1.0,-7.0,-10.0,-11.0,-4.0,1.0,28.0,19.0,7
-3.0,-3.0,-5.0,3.0,2.0,6.0,17.0,5.0,-50.0,-38.0,-24.0,0.0,-4.0,-10.0,-22.0,-40.0,3.0,6.0,5.0,-25.0,-2.0,-3.0,10.0,4.0,7
-14.0,-29.0,-21.0,-3.0,0.0,-37.0,-170.0,-359.0,33.0,6.0,5.0,-8.0,-20.0,7.0,9.0,34.0,-4.0,-8.0,-19.0,54.0,6.0,7.0,8.0,3.0,7
-5.0,2.0,3.0,9.0,11.0,24.0,33.0,1.0,10.0,6.0,4.0,8.0,10.0,31.0,43.0,33.0,-8.0,-1.0,2.0,9.0,5.0,6.0,51.0,-3.0,7
-12.0,-10.0,-11.0,-8.0,-10.0,-15.0,-31.0,-31.0,-12.0,-15.0,-12.0,-7.0,-8.0,-16.0,-20.0,-5.0,-4.0,-4.0,-5.0,-1.0,2.0,6.0,5.0,8.0,7
-35.0,-30.0,-30.0,-28.0,-29.0,-40.0,-47.0,-59.0,-31.0,-31.0,-31.0,-30.0,-31.0,-32.0,-26.0,-27.0,-28.0,-28.0,-30.0,-34.0,-35.0,-32.0,-37.0,-27.0,7
-14.0,-6.0,-9.0,-6.0,-4.0,-8.0,0.0,-2.0,-16.0,-18.0,-11.0,-5.0,-2.0,2.0,-5.0,-8.0,-6.0,-4.0,-5.0,-6.0,-2.0,11.0,37.0,7.0,7
-14.0,-24.0,-34.0,-39.0,-38.0,-55.0,-57.0,-23.0,-9.0,-18.0,-23.0,-26.0,-11.0,-30.0,-42.0,2.0,-12.0,-11.0,-9.0,-40.0,0.0,17.0,-9.0,-12.0,7
-7.0,-9.0,-8.0,1.0,0.0,16.0,-22.0,-50.0,-9.0,-9.0,-3.0,5.0,-1.0,0.0,-15.0,-8.0,-3.0,13.0,22.0,-221.0,-23.0,-14.0,-1.0,1.0,7
-12.0,-14.0,-16.0,-14.0,-10.0,-18.0,-12.0,-9.0,-74.0,-69.0,-54.0,-26.0,-23.0,-49.0,-65.0,-70.0,-17.0,-14.0,-12.0,-16.0,-6.0,2.0,-9.0,-17.0,7
50.0,47.0,48.0,38.0,43.0,54.0,76.0,86.0,278.0,239.0,167.0,63.0,82.0,130.0,170.0,264.0,34.0,35.0,33.0,10.0,29.0,29.0,9.0,9.0,7
-4.0,-8.0,-11.0,-7.0,-9.0,-5.0,2.0,8.0,-2.0,-3.0,-2.0,-2.0,-6.0,-5.0,0.0,-4.0,-3.0,-2.0,-2.0,23.0,0.0,-4.0,-6.0,-2.0,7
-33.0,-30.0,-29.0,-24.0,-24.0,-33.0,-35.0,-52.0,-93.0,-87.0,-68.0,-35.0,-37.0,-52.0,-81.0,-93.0,-29.0,-25.0,-22.0,-14.0,-13.0,-10.0,-20.0,-33.0,7
7.0,7.0,12.0,8.0,9.0,6.0,1.0,-2.0,1.0,2.0,7.0,7.0,5.0,4.0,5.0,10.0,-1.0,2.0,7.0,7.0,6.0,-1.0,-15.0,-2.0,7
25.0,25.0,21.0,17.0,23.0,35.0,30.0,45.0,160.0,109.0,65.0,29.0,39.0,46.0,72.0,157.0,22.0,21.0,27.0,9.0,27.0,15.0,-23.0,-3.0,7
-26.0,-25.0,-25.0,-21.0,-19.0,-34.0,-63.0,-68.0,-53.0,-49.0,-41.0,-27.0,-35.0,-56.0,-86.0,-58.0,-28.0,-23.0,-24.0,-23.0,-25.0,-30.0,-25.0,-27.0,7
2.0,-3.0,1.0,3.0,4.0,4.0,6.0,-14.0,-4.0,-5.0,-3.0,4.0,0.0,2.0,17.0,5.0,4.0,0.0,-1.0,-1.0,5.0,4.0,23.0,14.0,7
25.0,22.0,28.0,29.0,29.0,27.0,21.0,16.0,20.0,19.0,19.0,28.0,30.0,29.0,25.0,25.0,20.0,23.0,25.0,17.0,25.0,30.0,32.0,29.0,7
-6.0,-9.0,-9.0,-6.0,-2.0,-3.0,-3.0,-18.0,-32.0,-30.0,-19.0,-8.0,-14.0,-25.0,-50.0,-40.0,-10.0,-9.0,-6.0,-33.0,-10.0,-17.0,-42.0,-25.0,7
17.0,10.0,11.0,12.0,16.0,16.0,14.0,10.0,15.0,14.0,13.0,12.0,20.0,25.0,21.0,20.0,10.0,11.0,11.0,10.0,12.0,23.0,34.0,29.0,7
-16.0,-14.0,-16.0,-14.0,-12.0,-20.0,-21.0,-8.0,-9.0,-13.0,-12.0,-10.0,-4.0,-22.0,-32.0,-17.0,-6.0,-8.0,-10.0,-7.0,7.0,21.0,-7.0,-10.0,7
-38.0,-39.0,-46.0,-43.0,-42.0,-43.0,-35.0,-49.0,-50.0,-52.0,-48.0,-41.0,-49.0,-56.0,-49.0,-43.0,-32.0,-29.0,-29.0,-34.0,-26.0,-27.0,-37.0,-34.0,7
53.0,59.0,65.0,56.0,38.0,32.0,37.0,45.0,45.0,50.0,59.0,55.0,37.0,34.0,34.0,45.0,31.0,39.0,44.0,38.0,23.0,3.0,2.0,25.0,7
13.0,24.0,38.0,35.0,25.0,14.0,26.0,29.0,11.0,15.0,22.0,34.0,22.0,14.0,16.0,17.0,18.0,20.0,23.0,29.0,24.0,30.0,44.0,29.0,7
46.0,49.0,45.0,43.0,48.0,59.0,36.0,17.0,259.0,221.0,157.0,64.0,85.0,132.0,173.0,258.0,32.0,32.0,38.0,16.0,25.0,33.0,21.0,33.0,7
-18.0,-21.0,-27.0,-22.0,-19.0,-25.0,-26.0,-24.0,-26.0,-24.0,-23.0,-17.0,-12.0,-20.0,-24.0,-36.0,-20.0,-18.0,-14.0,-8.0,-3.0,0.0,-22.0,-32.0,7
20.0,12.0,11.0,3.0,-15.0,-29.0,-17.0,-49.0,214.0,161.0,98.0,18.0,9.0,10.0,98.0,194.0,20.0,15.0,14.0,1.0,25.0,29.0,16.0,22.0,7
-7.0,10.0,18.0,22.0,23.0,29.0,29.0,2.0,-59.0,-46.0,-29.0,5.0,5.0,-13.0,-21.0,-46.0,-2.0,2.0,1.0,9.0,9.0,15.0,12.0,14.0,7
-17.0,-7.0,-2.0,2.0,-1.0,0.0,3.0,3.0,-8.0,-5.0,1.0,12.0,11.0,17.0,7.0,-16.0,6.0,7.0,12.0,7.0,19.0,35.0,72.0,27.0,7
-10.0,-10.0,-8.0,-12.0,-9.0,27.0,49.0,98.0,47.0,44.0,29.0,2.0,6.0,10.0,25.0,39.0,3.0,1.0,6.0,7.0,10.0,14.0,3.0,2.0,7
-25.0,-27.0,-17.0,-23.0,-32.0,-27.0,-23.0,-23.0,-32.0,-29.0,-22.0,-17.0,-35.0,-43.0,-50.0,-55.0,-15.0,-13.0,-12.0,-4.0,-18.0,-29.0,-29.0,-40.0,7
-1.0,-6.0,-3.0,-3.0,0.0,8.0,11.0,3.0,-7.0,-6.0,-6.0,-4.0,1.0,-4.0,-10.0,-4.0,1.0,6.0,7.0,-40.0,8.0,12.0,5.0,3.0,7
7.0,-1.0,-2.0,-3.0,-6.0,-1.0,-5.0,-9.0,8.0,1.0,0.0,-4.0,-7.0,14.0,15.0,18.0,5.0,-1.0,-3.0,-9.0,-12.0,-15.0,9.0,23.0,7
-28.0,-25.0,-25.0,-24.0,-30.0,-38.0,-60.0,-83.0,36.0,48.0,30.0,2.0,6.0,14.0,31.0,21.0,-21.0,-15.0,-10.0,-5.0,-3.0,-8.0,-20.0,-28.0,7
15.0,9.0,14.0,7.0,10.0,17.0,22.0,25.0,21.0,20.0,17.0,12.0,14.0,19.0,24.0,24.0,16.0,13.0,14.0,3.0,14.0,14.0,19.0,24.0,7
-16.0,-11.0,-16.0,-15.0,-15.0,-15.0,-11.0,-11.0,-17.0,-16.0,-16.0,-14.0,-17.0,-26.0,-32.0,-21.0,-13.0,-10.0,-6.0,-2.0,-11.0,-16.0,-33.0,-28.0,7
11.0,10.0,12.0,8.0,7.0,-13.0,1.0,6.0,11.0,15.0,15.0,10.0,12.0,5.0,12.0,15.0,8.0,8.0,10.0,-5.0,14.0,16.0,16.0,10.0,7
-12.0,-12.0,-15.0,-16.0,-19.0,-22.0,-30.0,-21.0,-9.0,-12.0,-12.0,-13.0,-14.0,-25.0,-17.0,-8.0,-5.0,-7.0,-8.0,2.0,2.0,4.0,-19.0,-10.0,7
2.0,5.0,3.0,7.0,9.0,7.0,9.0,-7.0,11.0,10.0,8.0,10.0,20.0,31.0,35.0,26.0,1.0,0.0,0.0,46.0,22.0,35.0,64.0,23.0,7
15.0,12.0,14.0,27.0,21.0,24.0,8.0,-16.0,8.0,10.0,15.0,18.0,17.0,21.0,8.0,11.0,-1.0,12.0,16.0,-179.0,-10.0,-2.0,7.0,5.0,7
28.0,25.0,31.0,28.0,26.0,42.0,39.0,34.0,19.0,18.0,20.0,24.0,21.0,34.0,29.0,24.0,19.0,15.0,15.0,18.0,14.0,12.0,21.0,32.0,7
33.0,28.0,29.0,38.0,35.0,21.0,-3.0,-24.0,-290.0,-259.0,-172.0,-31.0,-50.0,-97.0,-168.0,-264.0,13.0,27.0,27.0,-155.0,-17.0,-11.0,-4.0,-3.0,7
-35.0,-27.0,-17.0,-24.0,-24.0,-30.0,-21.0,-20.0,-17.0,-15.0,-18.0,-20.0,-15.0,-14.0,-15.0,-12.0,-20.0,-20.0,-21.0,-15.0,-14.0,-20.0,-52.0,-35.0,7
-4.0,-15.0,-26.0,-13.0,-2.0,-4.0,-7.0,-17.0,-58.0,-59.0,-50.0,-25.0,-15.0,-17.0,-32.0,-52.0,2.0,0.0,-3.0,-3.0,3.0,13.0,29.0,21.0,7
4.0,0.0,1.0,-1.0,-3.0,1.0,7.0,21.0,-6.0,-6.0,-5.0,-4.0,-4.0,-11.0,-18.0,-12.0,-2.0,-5.0,-8.0,0.0,-1.0,-2.0,-17.0,-7.0,7
49.0,50.0,47.0,51.0,49.0,59.0,50.0,47.0,40.0,39.0,39.0,36.0,23.0,42.0,51.0,54.0,31.0,28.0,24.0,21.0,-1.0,-19.0,5.0,17.0,7
-17.0,-18.0,-17.0,-22.0,-13.0,5.0,5.0,-3.0,-2.0,-6.0,-12.0,-16.0,0.0,21.0,40.0,10.0,4.0,3.0,2.0,-66.0,-11.0,0.0,2.0,5.0,7
19.0,15.0,30.0,15.0,9.0,-12.0,-34.0,-58.0,-8.0,8.0,11.0,19.0,29.0,17.0,7.0,-17.0,11.0,14.0,19.0,32.0,14.0,9.0,5.0,8.0,7
-27.0,-12.0,-5.0,0.0,5.0,-12.0,-19.0,-20.0,-17.0,-8.0,-3.0,-2.0,9.0,0.0,-7.0,-7.0,-13.0,-4.0,1.0,6.0,15.0,21.0,11.0,-12.0,7
15.0,10.0,6.0,15.0,9.0,12.0,-4.0,-36.0,-39.0,-30.0,-27.0,-5.0,-13.0,-20.0,-22.0,-43.0,6.0,3.0,-3.0,10.0,-30.0,-53.0,-43.0,-10.0,7
8.0,6.0,2.0,1.0,0.0,-4.0,-1.0,0.0,5.0,4.0,2.0,0.0,-2.0,-8.0,-8.0,-13.0,3.0,-4.0,-5.0,37.0,-1.0,-11.0,-25.0,0.0,7
7.0,5.0,-6.0,-4.0,-8.0,-52.0,-56.0,-64.0,-68.0,-52.0,-44.0,-19.0,-21.0,-48.0,-73.0,-87.0,5.0,4.0,-1.0,-24.0,-18.0,-20.0,-43.0,-15.0,7
8.0,9.0,9.0,8.0,3.0,-6.0,0.0,2.0,12.0,13.0,11.0,4.0,3.0,3.0,2.0,11.0,4.0,4.0,1.0,3.0,-9.0,-11.0,-10.0,1.0,7
-11.0,-19.0,-15.0,-11.0,-9.0,-9.0,-10.0,-34.0,-78.0,-71.0,-54.0,-28.0,-37.0,-41.0,-52.0,-72.0,-29.0,-20.0,-28.0,2.0,-16.0,-13.0,4.0,-19.0,7
-4.0,-9.0,-14.0,-7.0,-3.0,-1.0,-12.0,-17.0,-12.0,-11.0,-10.0,-5.0,-10.0,-16.0,-17.0,-11.0,-3.0,-2.0,0.0,0.0,-2.0,-5.0,-20.0,-4.0,7
-2.0,-3.0,-2.0,-1.0,4.0,18.0,4.0,-6.0,2.0,-2.0,-5.0,-2.0,4.0,10.0,25.0,21.0,-1.0,-2.0,-2.0,-9.0,4.0,2.0,-24.0,-11.0,7
-17.0,-14.0,-15.0,-12.0,-16.0,-12.0,-19.0,-26.0,-19.0,-18.0,-15.0,-14.0,-18.0,-15.0,-13.0,-10.0,-6.0,-7.0,-7.0,-8.0,-13.0,-12.0,-7.0,-4.0,7
